Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4701,Italy,Genoa2 IT,30/10/2001,16:39:38,Yes,06/03/1978,23.7,Liguria,Unemployed,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,183.00,72.05,82.00,180.78,0,Single,Don't Know,44 or Larger,52,90,35.4,Don't Know,Don't Know,,,
4702,Italy,Genoa2 IT,31/10/2001,10:04:21,Yes,21/03/1957,44.6,Not Born in Italy,Homemaker,Masters,1,4-6,No Response,,No Response,Female,Italy/Other,158.00,62.20,94.00,207.23,0,Married,Don't Know,38.5,,,,,,XXL,54,38d
4703,Italy,Genoa2 IT,31/10/2001,10:08:50,Yes,25/06/1981,20.4,Liguria,Student,Some College,0,0-1,Fiat,2000,Sports Car,Female,Italy/Italian,165.00,64.96,50.00,110.23,0,Single,60MLira-79.9MLira,37.5,,,,,,Sm,42,32b
4704,Italy,Genoa2 IT,31/10/2001,10:19:03,Yes,16/06/1968,33.4,Liguria,Student,Some College,0,0-1,Lancia,2000,Economy,Female,Italy/Italian,165.00,64.96,52.00,114.64,0,Single,80MLira-100MLira,37.0,,,,,,Sm,44,32b
4705,Italy,Genoa2 IT,31/10/2001,10:49:24,Yes,15/10/1977,24.0,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,166.00,65.35,53.00,116.84,0,Single,Don't Know,38.0,,,,,,Med,42,34b
4706,Italy,Genoa2 IT,31/10/2001,12:17:24,Yes,06/11/1976,25.0,Liguria,Technician,High School,0,0-1,Other,1996,Economy,Male,Italy/Italian,175.00,68.90,67.00,147.71,0,Single,Don't Know,43.5,48,90,35.4,78.5,30.9,,,
4707,Italy,Genoa2 IT,31/10/2001,12:20:46,Yes,15/10/1965,36.0,Sardegna,Health Diagnosing Occupation,Middle School,2,2-3,Other,1989,Economy,Female,Italy/Italian,158.00,62.20,82.00,180.78,0,Married,30MLira-44.9MLira,37.0,,,,,,XL,52,38
4708,Italy,Genoa2 IT,31/10/2001,14:52:28,Yes,07/01/1983,18.8,Liguria,Student,Middle School,No Response,4-6,No Response,,No Response,Female,Italy/Italian,170.00,66.93,63.00,138.89,0,No Response,Don't Know,40.0,,,,,,Med,42,32
4709,Italy,Genoa2 IT,31/10/2001,14:55:51,Yes,06/03/1974,27.7,Liguria,Other Specialty Occupation,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,56.00,123.46,0,Single,Don't Know,38.0,,,,,,Sm,42,34
4710,Italy,Genoa2 IT,31/10/2001,16:49:07,Yes,26/01/1982,19.8,Liguria,Student,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,165.00,64.96,53.00,116.84,0,Single,No Response,37.0,,,,,,Sm,42,32
4711,Italy,Genoa2 IT,31/10/2001,17:08:00,Yes,18/05/1977,24.5,Liguria,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,,,58.00,127.87,0,Single,45MLira-59.9MLira,38.0,,,,,,Med,42,32a
4712,Italy,Genoa2 IT,31/10/2001,17:48:00,Yes,12/11/1974,27.0,Liguria,Other Specialty Occupation,Masters,0,4-6,Lancia,1989,Economy,Female,Italy/Italian,177.00,69.69,64.00,141.10,0,Single,Don't Know,40.0,,,,,,Med,44,34
4713,Italy,Genoa2 IT,05/11/2001,09:53:37,Yes,23/01/1978,23.8,Liguria,Other Specialty Occupation,High School,0,2-3,Other,1994,Economy,Female,Italy/Italian,158.00,62.20,50.00,110.23,0,Single,Don't Know,37.0,,,,,,Sm,42,32
4714,Italy,Genoa2 IT,05/11/2001,14:40:37,Yes,08/10/1950,51.1,Campania,Retired,High School,1,0-1,No Response,,No Response,Male,Italy/Italian,170.00,66.93,66.00,145.51,0,Single,No Response,41.0,50,90,35.4,73.5,28.9,,,
4715,Italy,Genoa2 IT,05/11/2001,14:43:50,Yes,29/07/1980,21.3,Liguria,Sales/Marketing,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,183.00,72.05,60.00,132.28,0,Single,Don't Know,41.0,,,,,,Lg,48,34b
4716,Italy,Genoa2 IT,05/11/2001,15:27:33,Yes,08/02/1979,22.7,Liguria,Machine Operator,High School,0,2-3,Other,2000,Compact,Male,Italy/Italian,175.00,68.90,58.00,127.87,0,Single,No Response,43.0,50,No Response,No Response,No Response,No Response,,,
4717,Italy,Genoa2 IT,05/11/2001,15:50:12,Yes,07/03/1973,28.7,Liguria,Unemployed,Masters,0,4-6,No Response,,No Response,Female,Italy/Italian,166.00,65.35,50.00,110.23,0,Single,Don't Know,37.0,,,,,,Sm,38,30 or Smaller
4718,Italy,Genoa2 IT,06/11/2001,11:21:35,Yes,20/11/1976,25.0,Liguria,Administrative Support,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,159.00,62.60,47.00,103.62,0,Single,No Response,37.0,,,,,,"X-Small,40",1,
4719,Italy,Genoa2 IT,06/11/2001,10:12:33,Yes,27/11/1977,23.9,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,169.00,66.54,58.00,127.87,0,Single,Don't Know,38.0,,,,,,Med,44,32c
4720,Italy,Genoa2 IT,06/11/2001,11:39:48,Yes,08/05/1979,22.5,Liguria,Student,Some College,0,4-6,No Response,,Don't Know,Female,Italy/Italian,170.00,66.93,63.00,138.89,0,Single,Don't Know,39.0,,,,,,Med,44,32
4721,Italy,Genoa2 IT,06/11/2001,11:52:21,Yes,18/02/1982,19.7,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,180.00,70.87,66.00,145.51,0,Single,Don't Know,42.5,Don't Know,85,33.5,83.5,32.9,,,
4722,Italy,Genoa2 IT,06/11/2001,12:46:51,Yes,23/03/1966,35.6,Liguria,Technician,High School,0,4-6,Other,1996,Sports Car,Male,Italy/Italian,170.00,66.93,69.00,152.12,0,Married,20MLira-29.9MLira,42.0,48,90,35.4,73.5,28.9,,,
4723,Italy,Genoa2 IT,06/11/2001,14:24:14,Yes,14/09/1967,34.1,Emilia Romagna,Other Specialty Occupation,High School,0,2-3,Don't Know,1995,Economy,Female,Italy/Italian,158.00,62.20,54.00,119.05,0,Single,Don't Know,37.0,,,,,,Med,44,Don't Know
4724,Italy,Genoa2 IT,06/11/2001,14:47:42,Yes,26/02/1978,23.7,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,186.00,73.23,75.00,165.35,0,Single,No Response,43.5,Don't Know,85,33.5,88.5,34.8,,,
4725,Italy,Genoa2 IT,06/11/2001,14:51:20,Yes,31/07/1943,58.3,Emilia Romagna,Degreed Engineer,Masters,0,2-3,No Response,,No Response,Male,Italy/Italian,175.00,68.90,75.00,165.35,0,Single,No Response,43.0,50,95,37.4,78.5,30.9,,,
4726,Italy,Genoa2 IT,06/11/2001,15:26:10,Yes,21/04/1979,22.5,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,165.00,64.96,55.00,121.25,0,Single,Don't Know,36.0,,,,,,Med,44,34c
4727,Italy,Genoa2 IT,06/11/2001,16:49:10,Yes,09/03/1975,26.7,Liguria,Student,High School,0,2-3,No Response,,Don't Know,Female,Italy/Italian,174.00,68.50,51.00,112.44,0,Single,Don't Know,38.5,,,,,,Sm,42,32b
4728,Italy,Genoa2 IT,06/11/2001,17:07:21,Yes,04/11/1977,24.0,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,176.00,69.29,70.00,154.32,0,Single,Don't Know,44 or Larger,50,85,33.5,78.5,30.9,,,
4729,Italy,Genoa2 IT,06/11/2001,17:13:20,Yes,08/11/1958,43.0,Puglie,Construction,Elementary School,2,More than 10,Fiat,1995,Economy,Male,Italy/Italian,168.00,66.14,70.00,154.32,0,Married,No Response,41.0,50,80,31.5,73.5,28.9,,,
4730,Italy,Genoa2 IT,07/11/2001,10:13:15,Yes,13/08/1950,51.2,Liguria,Retired,Elementary School,2,2-3,Volkswagen,1991,Station Wagon,Male,Italy/Italian,167.00,65.75,81.00,178.57,0,Married,45MLira-59.9MLira,40.0,52,105,41.3,68.5,27.0,,,
4731,Italy,Genoa2 IT,07/11/2001,10:18:57,Yes,23/05/1979,22.5,Sardegna,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,65.00,143.30,0,Single,Don't Know,43.5,48,85,33.5,78.5,30.9,,,
4732,Italy,Genoa2 IT,07/11/2001,10:28:49,Yes,28/06/1970,31.4,Liguria,Administrative Support,Masters,0,4-6,No Response,,No Response,Female,Italy/Italian,176.00,69.29,63.00,138.89,0,Divorced,30MLira-44.9MLira,39.0,,,,,,Med,46,34b
4733,Italy,Genoa2 IT,07/11/2001,12:36:07,Yes,31/08/1971,30.2,Liguria,Other Specialty Occupation,Associates,0,4-6,No Response,,No Response,Female,Italy/Italian,160.00,62.99,53.00,116.84,0,Single,No Response,37.0,,,,,,Med,42,34a
4734,Italy,Genoa2 IT,07/11/2001,13:10:53,Yes,07/05/1980,21.5,Sardegna,Other Specialty Occupation,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,177.00,69.69,66.00,145.51,0,Single,45MLira-59.9MLira,39.0,48,90,35.4,78.5,30.9,,,
4735,Italy,Genoa2 IT,07/11/2001,14:52:25,Yes,13/07/1982,19.3,Liguria,Student,Middle School,0,4-6,No Response,,No Response,Male,Italy/Italian,177.00,69.69,85.00,187.39,0,Single,Don't Know,44 or Larger,Don't Know,95,37.4,78.5,30.9,,,
4736,Italy,Genoa2 IT,07/11/2001,14:56:40,Yes,07/02/1945,56.7,Liguria,Retired,High School,2,2-3,Fiat,1996,Sports Car,Male,Italy/Italian,178.00,70.08,82.00,180.78,0,Married,No Response,42.5,54,100,39.4,83.5,32.9,,,
4737,Italy,Genoa2 IT,07/11/2001,15:15:38,Yes,05/06/1982,19.4,Liguria,Student,Some College,0,More than 10,Lancia,2001,Economy,Female,Italy/Italian,176.00,69.29,68.00,149.91,0,Single,80MLira-100MLira,40.5,,,,,,Lg,44,34c
4738,Italy,Genoa2 IT,07/11/2001,16:12:46,Yes,13/02/1983,18.7,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Male,Italy/Italian,183.00,72.05,77.00,169.76,0,Single,Don't Know,44 or Larger,48,Don't Know,Don't Know,Don't Know,Don't Know,,,
4739,Italy,Genoa2 IT,07/11/2001,16:55:02,Yes,,,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,67.00,147.71,0,Single,Don't Know,43.0,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4740,Italy,Genoa2 IT,07/11/2001,16:59:50,Yes,07/07/1966,35.3,Liguria,Administrative Support,High School,1,2-3,Other,1999,Sports Car,Female,Italy/Italian,174.00,68.50,74.00,163.14,0,Married,30MLira-44.9MLira,38.5,,,,,,Lg,48,38b
4741,Italy,Genoa2 IT,07/11/2001,17:39:59,Yes,03/10/1965,36.1,Liguria,Administrative Support,Middle School,1,0-1,No Response,,No Response,Male,Italy/Italian,174.00,68.50,83.00,182.98,0,Married,No Response,44 or Larger,54,105,41.3,76,29.9,,,
4742,Italy,Genoa2 IT,08/11/2001,12:22:19,Yes,22/07/1971,30.3,Liguria,Other Specialty Occupation,Middle School,0,No Response,No Response,,No Response,Female,Italy/Italian,158.00,62.20,60.00,132.28,0,Married,Don't Know,38.0,,,,,,Med,46,32
4743,Italy,Genoa2 IT,08/11/2001,12:25:57,Yes,11/12/1970,30.9,Toscana,Other Specialty Occupation,High School,0,0-1,No Response,,No Response,Male,Italy/Italian,174.00,68.50,70.00,154.32,0,Single,30MLira-44.9MLira,42.0,Don't Know,85,33.5,76,29.9,,,
4744,Italy,Genoa2 IT,08/11/2001,12:30:44,Yes,23/11/1954,47.0,Liguria,Administrator,Middle School,0,More than 10,No Response,,No Response,Female,Italy/Italian,158.00,62.20,61.00,134.48,0,Married,No Response,38.0,,,,,,Med,44,38c
4745,Italy,Genoa2 IT,08/11/2001,14:40:44,Yes,17/11/1952,49.0,Calabria,Homemaker,Elementary School,2,More than 10,No Response,,No Response,Female,Italy/Italian,152.00,59.84,56.00,123.46,0,Married,Don't Know,35.5,,,,,,Sm,44,34b
4746,Italy,Genoa2 IT,08/11/2001,15:33:05,Yes,13/03/1979,22.7,Liguria,Student,Some College,0,6-10,Other,1992,Other,Female,Italy/Italian,163.00,64.17,50.00,110.23,0,Single,No Response,38.0,,,,,,Sm,40,30 or Smaller
4747,Italy,Genoa2 IT,08/11/2001,15:35:17,Yes,03/04/1977,24.6,Piemonta,Student,Some College,0,6-10,Fiat,1998,Other,Female,Italy/Italian,173.00,68.11,58.00,127.87,0,Single,No Response,39.5,,,,,,Med,44,34b
4748,Italy,Genoa2 IT,08/11/2001,15:42:17,Yes,29/05/1973,28.4,Liguria,Health Diagnosing Occupation,Associates,0,No Response,Other,1996,No Response,Female,Italy/Italian,166.00,65.35,53.00,116.84,0,Single,No Response,37.0,,,,,,Sm,42,32b
4749,Italy,Genoa2 IT,08/11/2001,16:23:24,Yes,14/02/1965,36.7,Liguria,Technician,High School,No Response,4-6,Other,1991,Other,Male,Italy/Italian,174.00,68.50,75.00,165.35,0,No Response,No Response,39.0,48,90,35.4,78.5,30.9,,,
4750,Italy,Genoa2 IT,09/11/2001,10:21:10,Yes,28/08/1969,32.2,Liguria,Unemployed,Technical Training,1,0-1,Other,1997,Economy,Female,Italy/Italian,153.00,60.24,48.00,105.82,0,Divorced,Don't Know,37.0,,,,,,"X-Small,40",8,
4751,Italy,Genoa2 IT,09/11/2001,10:37:47,Yes,30/07/1943,58.3,Liguria,Homemaker,High School,1,0-1,No Response,,No Response,Female,Italy/Italian,160.00,62.99,58.00,127.87,0,Married,Don't Know,37.5,,,,,,Med,48,36c
4752,Italy,Genoa2 IT,09/11/2001,11:33:45,Yes,31/12/1961,39.9,Liguria,Service Occupation,Technical Training,2,2-3,Fiat,1994,Intermediate,Male,Italy/Italian,175.00,68.90,73.50,162.04,0,Married,No Response,42.0,52,90,35.4,78.5,30.9,,,
4753,Italy,Genoa2 IT,09/11/2001,12:09:45,Yes,24/06/1963,38.4,Lombardia,Sales/Marketing,Technical Training,0,2-3,No Response,,No Response,Female,Italy/Italian,165.00,64.96,63.00,138.89,0,Single,Don't Know,37.0,,,,,,Med,44,38d
4754,Italy,Genoa2 IT,09/11/2001,12:50:16,Yes,01/01/1967,34.9,Not Born in Italy,Unemployed,Masters,1,More than 10,Other,1994,Economy,Male,Italy/Other,169.00,66.54,56.00,123.46,0,Married,Don't Know,41.5,48,85,33.5,71,28.0,,,
4755,Italy,Genoa2 IT,09/11/2001,15:05:55,Yes,02/03/1969,32.7,Liguria,Other Specialty Occupation,Middle School,0,2-3,Ford,1993,Station Wagon,Male,Italy/Italian,170.00,66.93,58.00,127.87,0,Married,No Response,40.5,48,80,31.5,76,29.9,,,
4756,Italy,Genoa2 IT,09/11/2001,15:13:36,Yes,27/06/1977,24.4,Sicilia,Administrative Support,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,58.00,127.87,0,Single,20MLira-29.9MLira,37.5,,,,,,Med,42,36c
4757,Italy,Genoa2 IT,09/11/2001,15:36:38,Yes,10/10/1981,20.1,Liguria,Student,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,160.00,62.99,52.00,114.64,0,Single,No Response,37.0,,,,,,Med,42,34b
4758,Italy,Genoa2 IT,09/11/2001,16:07:36,Yes,07/05/1978,23.5,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,160.00,62.99,50.00,110.23,0,Single,60MLira-79.9MLira,37.0,,,,,,Sm,42,32
4759,Italy,Genoa2 IT,09/11/2001,16:11:08,Yes,12/02/1971,30.7,Sicilia,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,155.00,61.02,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Sm,42,34
4760,Italy,Genoa2 IT,09/11/2001,16:31:25,Yes,10/01/1974,27.8,Sicilia,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,170.00,66.93,65.00,143.30,0,Single,Don't Know,38.0,,,,,,Lg,46,38
4761,Italy,Genoa2 IT,09/11/2001,16:56:16,Yes,20/05/1972,29.5,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,158.00,62.20,50.00,110.23,0,Single,60MLira-79.9MLira,37.0,,,,,,Sm,42,32c
4762,Italy,Genoa2 IT,09/11/2001,17:05:41,Yes,13/03/1960,41.7,Liguria,Administrative Support,Associates,1,0-1,Fiat,2000,Economy,Male,Italy/Italian,172.00,67.72,77.00,169.76,0,Married,60MLira-79.9MLira,41.5,52,95,37.4,78.5,30.9,,,
4763,Italy,Genoa2 IT,12/11/2001,11:09:28,Yes,09/06/1979,22.4,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,174.00,68.50,68.00,149.91,0,Single,No Response,40.0,,,,,,Lg,46,34
4764,Italy,Genoa2 IT,12/11/2001,11:37:43,Yes,14/02/1982,19.7,Liguria,Administrative Support,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,159.00,62.60,75.00,165.35,0,Single,No Response,39.5,,,,,,Lg,48,36d
4765,Italy,Genoa2 IT,12/11/2001,14:10:23,Yes,26/10/1974,27.0,Liguria,Other Specialty Occupation,Masters,0,4-6,Other,1997,Economy,Male,Italy/Italian,181.00,71.26,70.00,154.32,0,Single,No Response,42.0,50,90,35.4,86,33.9,,,
4766,Italy,Genoa2 IT,12/11/2001,14:35:40,Yes,09/05/1978,23.5,Liguria,Health Non-Diagnosing Occupation,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,157.00,61.81,57.00,125.66,0,Single,45MLira-59.9MLira,36.0,,,,,,Sm,42,32b
4767,Italy,Genoa2 IT,13/11/2001,11:05:26,Yes,30/10/1981,20.0,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,171.00,67.32,80.00,176.37,0,Single,45MLira-59.9MLira,43.0,Don't Know,95,37.4,73.5,28.9,,,
4768,Italy,Genoa2 IT,13/11/2001,12:16:34,Yes,16/08/1971,30.2,Liguria,Student,Some College,0,2-3,Ford,1996,Economy,Male,Italy/Italian,183.00,72.05,76.00,167.55,0,Single,Don't Know,42.0,54,85,33.5,86,33.9,,,
4769,Italy,Genoa2 IT,13/11/2001,14:42:48,Yes,09/12/1975,25.9,Liguria,Armed Services,Masters,0,More than 10,Other,1999,Sports Car,Male,Italy/Italian,176.00,69.29,65.00,143.30,0,Single,No Response,41.5,48,80,31.5,78.5,30.9,,,
4770,Italy,Genoa2 IT,13/11/2001,14:51:53,Yes,02/01/1977,24.9,Liguria,Student,High School,0,2-3,Volkswagen,1991,Economy,Female,Italy/Italian,173.00,68.11,60.00,132.28,0,Single,Don't Know,36.0,,,,,,Med,44,34c
4771,Italy,Genoa2 IT,14/11/2001,10:29:21,Yes,30/11/1965,36.0,Liguria,Attorney or Judge,Masters,1,0-1,No Response,,No Response,Female,Italy/Italian,179.00,70.47,69.00,152.12,0,Married,Don't Know,41.0,,,,,,Lg,46,36b
4772,Italy,Genoa2 IT,14/11/2001,11:55:28,Yes,18/02/1957,44.7,Piemonta,Other Specialty Occupation,High School,1,0-1,Lancia,2000,Economy,Female,Italy/Italian,155.00,61.02,50.00,110.23,0,Single,20MLira-29.9MLira,36.0,,,,,,Sm,42,32b
4773,Italy,Genoa2 IT,14/11/2001,12:47:16,Yes,07/10/1982,19.1,Liguria,Administrative Support,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,162.00,63.78,73.00,160.94,0,Single,45MLira-59.9MLira,37.0,,,,,,Med,46,36c
4774,Italy,Genoa2 IT,14/11/2001,13:09:10,Yes,25/05/1948,53.5,Calabria,Health Diagnosing Occupation,High School,1,4-6,Fiat,1995,Economy,Female,Italy/Italian,160.00,62.99,61.00,134.48,0,Married,No Response,37.0,,,,,,Med,44,36c
4775,Italy,Genoa2 IT,14/11/2001,16:33:50,Yes,16/06/1979,22.4,Liguria,Student,Some College,0,More than 10,Other,2001,Sports Car,Male,Italy/Italian,180.00,70.87,69.00,152.12,0,Single,No Response,39.5,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,
4776,Italy,Genoa2 IT,14/11/2001,16:45:51,Yes,25/07/1976,25.3,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,163.00,64.17,59.00,130.07,0,Single,No Response,38.0,,,,,,Med,44,32c
4777,Italy,Genoa2 IT,14/11/2001,11:39:32,Yes,29/05/1966,35.5,Liguria,Other Specialty Occupation,Post-Doctoral Studies,0,0-1,No Response,,No Response,Female,Italy/Italian,166.00,65.35,66.00,145.51,0,Married,100MLira-150MLira,37.5,,,,,,XL,48,36c
4778,Italy,Genoa2 IT,15/11/2001,10:44:10,Yes,13/02/1946,55.8,Calabria,Other Specialty Occupation,High School,4,More than 10,Audi,2000,Full size 2-Dr,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Married,80MLira-100MLira,42.5,Don't Know,Don't Know,Don't Know,76,29.9,,,
4779,Italy,Genoa2 IT,15/11/2001,11:15:00,Yes,09/05/1982,19.5,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,57.00,125.66,0,Single,Don't Know,37.0,,,,,,Med,44,34
4780,Italy,Genoa2 IT,15/11/2001,12:37:24,Yes,05/01/1955,46.9,Lombardia,Administrative Support,High School,2,4-6,No Response,1997,No Response,Male,Italy/Italian,183.00,72.05,80.00,176.37,0,Married,No Response,43.0,52,95,37.4,86,33.9,,,
4781,Italy,Genoa2 IT,15/11/2001,12:44:06,Yes,20/08/1955,46.2,Liguria,Administrative Support,High School,1,0-1,No Response,1999,No Response,Female,Italy/Italian,170.00,66.93,73.00,160.94,0,Divorced,45MLira-59.9MLira,40.0,,,,,,Lg,46,36a
4782,Italy,Genoa2 IT,15/11/2001,13:05:25,Yes,17/03/1982,19.7,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,171.00,67.32,54.00,119.05,0,Single,Don't Know,38.5,,,,,,Med,42,34c
4783,Italy,Genoa2 IT,15/11/2001,15:29:24,Yes,08/07/1982,19.4,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,169.00,66.54,52.00,114.64,0,Single,Don't Know,37.0,,,,,,Med,42,36a
4784,Italy,Genoa2 IT,15/11/2001,15:36:42,Yes,19/01/1971,30.8,Liguria,Administrative Support,High School,0,4-6,Fiat,1998,Economy,Female,Italy/Italian,165.00,64.96,46.00,101.41,0,Single,20MLira-29.9MLira,38.0,,,,,,Sm,40,32a
4785,Italy,Genoa2 IT,15/11/2001,15:45:09,Yes,10/07/1975,26.4,Liguria,Student,High School,0,6-10,No Response,,No Response,Male,Italy/Italian,185.00,72.83,80.00,176.37,0,Single,Don't Know,44 or Larger,50,Don't Know,Don't Know,Don't Know,Don't Know,,,
4786,Italy,Genoa2 IT,15/11/2001,17:11:36,Yes,06/06/1979,22.4,Piemonta,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,178.00,70.08,62.00,136.69,0,Single,Don't Know,39.0,,,,,,Med,44,34b
4787,Italy,Genoa2 IT,16/11/2001,10:00:15,Yes,27/11/1979,22.0,Liguria,Student,Some College,0,4-6,No Response,,No Response,Female,Italy/Italian,169.00,66.54,55.50,122.36,0,Single,Don't Know,39.5,,,,,,Med,42,34b
4788,Italy,Genoa2 IT,16/11/2001,10:05:06,Yes,,,Liguria,Administrative Support,High School,0,No Response,Fiat,1998,Intermediate,Male,Italy/Italian,167.00,65.75,58.00,127.87,0,Single,Don't Know,42.0,46 or Smaller,75 or Smaller,29.5,Don't Know,Don't Know,,,
4789,Italy,Genoa2 IT,16/11/2001,10:22:33,Yes,30/10/1973,28.0,Liguria,Administrative Support,High School,0,2-3,Lancia,1990,Economy,Female,Italy/Italian,160.00,62.99,50.00,110.23,0,Single,No Response,37.0,,,,,,Sm,42,32b
4790,Italy,Genoa2 IT,16/11/2001,10:38:40,Yes,,,Liguria,Unemployed,Masters,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,54.00,119.05,0,Single,Don't Know,38.0,,,,,,Sm,42,32c
4791,Italy,Genoa2 IT,16/11/2001,11:08:37,Yes,15/06/1977,24.4,Lombardia,Unemployed,Masters,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,47.00,103.62,0,Single,Don't Know,36.0,,,,,,"X-Small,40",1,
4792,Italy,Genoa2 IT,16/11/2001,09:04:56,Yes,17/01/1966,35.8,Liguria,Other Specialty Occupation,High School,1,2-3,Other,1999,Intermediate,Male,Italy/Italian,180.00,70.87,60.00,132.28,0,Married,No Response,42.5,50,90,35.4,83.5,32.9,,,
4793,Italy,Genoa2 IT,16/11/2001,12:16:32,Yes,01/07/1948,53.4,Toscana,Retired,High School,1,0-1,Lancia,1991,Economy,Female,Italy/Italian,170.00,66.93,80.00,176.37,0,Divorced,20MLira-29.9MLira,38.5,,,,,,XXL,54,42c
4794,Italy,Genoa2 IT,16/11/2001,12:34:17,Yes,20/09/1981,20.2,Liguria,Student,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,164.00,64.57,50.00,110.23,0,Single,Don't Know,38.0,,,,,,Sm,40,32
4795,Italy,Genoa2 IT,16/11/2001,12:56:22,Yes,19/06/1961,40.4,Liguria,Service Occupation,Technical Training,2,More than 10,No Response,,No Response,Male,Italy/Italian,177.00,69.69,98.00,216.05,0,Married,No Response,44 or Larger,54,100,39.4,78.5,30.9,,,
4796,Italy,Genoa2 IT,16/11/2001,15:30:29,Yes,29/08/1978,23.2,Liguria,Administrative Support,High School,0,2-3,Suzuki,2000,Scooter,Female,Italy/Italian,170.00,66.93,55.00,121.25,0,Single,No Response,37.0,,,,,,Sm,42,32a
4797,Italy,Genoa2 IT,16/11/2001,15:55:07,Yes,18/12/1975,25.9,Liguria,Unemployed,Masters,0,2-3,Fiat,1996,Economy,Male,Italy/Italian,174.00,68.50,67.00,147.71,0,Single,45MLira-59.9MLira,42.5,48,85,33.5,78.5,30.9,,,
4798,Italy,Genoa2 IT,16/11/2001,16:10:30,Yes,28/06/1975,26.4,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,55.00,121.25,0,Single,No Response,37.0,,,,,,Med,44,34a
4799,Italy,Genoa2 IT,16/11/2001,17:13:11,Yes,03/02/1980,21.8,Liguria,Student,Some College,0,No Response,No Response,,No Response,Male,Italy/Italian,173.00,68.11,68.00,149.91,0,Single,No Response,42.0,52,Don't Know,Don't Know,81,31.9,,,
4800,Italy,Genoa2 IT,16/11/2001,17:24:08,Yes,24/06/1981,20.4,Liguria,Student,Some College,0,No Response,No Response,,No Response,Male,Italy/Italian,181.00,71.26,63.00,138.89,0,Single,No Response,43.0,52,No Response,No Response,83.5,32.9,,,
